customer_id,name,email,signup_date,total_spent,total_transactions,last_purchase_date,days_as_customer,days_since_last_purchase,transactions_per_month,avg_spend_per_transaction,lifetime_value_per_month,engagement_bin_equal,spend_tier_quantile,recency_score,frequency_score,monetary_score,rfm_score
1165,Customer_1165,customer_1165@example.com,2025-02-18,994.0,4,2025-03-11,317.0,296.0,0.37854889589905366,248.5,94.06940063091483,low,tier_3,2,3,3,8
1166,Customer_1166,customer_1166@example.com,2025-03-19,1010.0,4,2025-03-15,288.0,292.0,0.4166666666666667,252.5,105.20833333333334,low,tier_3,2,3,3,8
1167,Customer_1167,customer_1167@example.com,2025-04-20,1026.0,4,2025-03-19,256.0,288.0,0.46875,256.5,120.234375,low,tier_3,3,3,3,9
1168,Customer_1168,customer_1168@example.com,2025-05-21,1042.0,4,2025-03-23,225.0,284.0,0.5333333333333333,260.5,138.93333333333334,low,tier_3,3,3,3,9
1169,Customer_1169,customer_1169@example.com,2025-06-22,1058.0,4,2025-03-27,193.0,280.0,0.6217616580310881,264.5,164.4559585492228,low,tier_3,3,3,3,9
1170,Customer_1170,customer_1170@example.com,2025-07-23,1074.0,4,2025-03-28,162.0,279.0,0.7407407407407407,268.5,198.88888888888889,low,tier_3,4,3,3,10
1171,Customer_1171,customer_1171@example.com,2025-08-24,1090.0,4,2025-03-07,130.0,300.0,0.9230769230769231,272.5,251.53846153846155,low,tier_3,2,3,3,8
1172,Customer_1172,customer_1172@example.com,2025-09-25,1106.0,4,2025-03-11,98.0,296.0,1.2244897959183674,276.5,338.57142857142856,low,tier_3,2,3,3,8
1173,Customer_1173,customer_1173@example.com,2025-10-26,1122.0,4,2025-03-15,67.0,292.0,1.791044776119403,280.5,502.3880597014925,low,tier_3,2,3,3,8
1174,Customer_1174,customer_1174@example.com,2025-11-27,1138.0,4,2025-03-19,35.0,288.0,3.4285714285714284,284.5,975.4285714285713,medium,tier_3,3,3,3,9
1175,Customer_1175,customer_1175@example.com,2025-12-28,1154.0,4,2025-03-23,4.0,284.0,30.0,288.5,8655.0,high,tier_3,3,3,3,9
1176,Customer_1176,customer_1176@example.com,2025-01-01,1170.0,4,2025-03-27,365.0,280.0,0.32876712328767127,292.5,96.16438356164385,low,tier_3,3,3,3,9
1177,Customer_1177,customer_1177@example.com,2025-02-02,1186.0,4,2025-03-28,333.0,279.0,0.3603603603603604,296.5,106.84684684684684,low,tier_3,4,3,3,10
1178,Customer_1178,customer_1178@example.com,2025-03-03,1202.0,4,2025-03-07,304.0,300.0,0.39473684210526316,300.5,118.61842105263159,low,tier_3,2,3,3,8
1179,Customer_1179,customer_1179@example.com,2025-04-04,1218.0,4,2025-03-11,272.0,296.0,0.4411764705882353,304.5,134.33823529411765,low,tier_3,2,3,3,8
1180,Customer_1180,customer_1180@example.com,2025-05-05,1234.0,4,2025-03-15,241.0,292.0,0.4979253112033195,308.5,153.60995850622407,low,tier_3,2,3,3,8
1181,Customer_1181,customer_1181@example.com,2025-06-06,1250.0,4,2025-03-19,209.0,288.0,0.5741626794258373,312.5,179.42583732057415,low,tier_3,3,3,3,9
1182,Customer_1182,customer_1182@example.com,2025-07-07,1266.0,4,2025-03-23,178.0,284.0,0.6741573033707865,316.5,213.3707865168539,low,tier_3,3,3,3,9
1183,Customer_1183,customer_1183@example.com,2025-08-08,1282.0,4,2025-03-27,146.0,280.0,0.8219178082191781,320.5,263.4246575342466,low,tier_3,3,3,3,9
1184,Customer_1184,customer_1184@example.com,2025-09-09,1298.0,4,2025-03-28,114.0,279.0,1.0526315789473684,324.5,341.57894736842104,low,tier_3,4,3,3,10
1185,Customer_1185,customer_1185@example.com,2025-10-10,1314.0,4,2025-03-07,83.0,300.0,1.4457831325301205,328.5,474.9397590361446,low,tier_3,2,3,3,8
1186,Customer_1186,customer_1186@example.com,2025-11-11,1330.0,4,2025-03-11,51.0,296.0,2.3529411764705883,332.5,782.3529411764706,medium,tier_3,2,3,3,8
1187,Customer_1187,customer_1187@example.com,2025-12-12,1346.0,4,2025-03-15,20.0,292.0,6.0,336.5,2019.0,medium,tier_3,2,3,3,8
1188,Customer_1188,customer_1188@example.com,2025-01-13,1362.0,4,2025-03-19,353.0,288.0,0.3399433427762039,340.5,115.75070821529744,low,tier_3,3,3,3,9
1189,Customer_1189,customer_1189@example.com,2025-02-14,1378.0,4,2025-03-23,321.0,284.0,0.3738317757009346,344.5,128.78504672897196,low,tier_3,3,3,4,10
1190,Customer_1190,customer_1190@example.com,2025-03-15,1394.0,4,2025-03-27,292.0,280.0,0.4109589041095891,348.5,143.2191780821918,low,tier_3,3,3,4,10
1191,Customer_1191,customer_1191@example.com,2025-04-16,1410.0,4,2025-03-28,260.0,279.0,0.46153846153846156,352.5,162.6923076923077,low,tier_3,4,4,4,12
1192,Customer_1192,customer_1192@example.com,2025-05-17,1426.0,4,2025-03-07,229.0,300.0,0.5240174672489083,356.5,186.8122270742358,low,tier_3,2,4,4,10
1193,Customer_1193,customer_1193@example.com,2025-06-18,1442.0,4,2025-03-11,197.0,296.0,0.6091370558375635,360.5,219.59390862944164,low,tier_3,2,4,4,10
1194,Customer_1194,customer_1194@example.com,2025-07-19,1458.0,4,2025-03-15,166.0,292.0,0.7228915662650602,364.5,263.49397590361446,low,tier_3,2,4,4,10
1195,Customer_1195,customer_1195@example.com,2025-08-20,1474.0,4,2025-03-19,134.0,288.0,0.8955223880597015,368.5,330.0,low,tier_3,3,4,4,11
1196,Customer_1196,customer_1196@example.com,2025-09-21,1490.0,4,2025-03-23,102.0,284.0,1.1764705882352942,372.5,438.2352941176471,low,tier_3,3,4,4,11
1197,Customer_1197,customer_1197@example.com,2025-10-22,1506.0,4,2025-03-27,71.0,280.0,1.6901408450704225,376.5,636.338028169014,low,tier_3,3,4,4,11
1198,Customer_1198,customer_1198@example.com,2025-11-23,1522.0,4,2025-03-28,39.0,279.0,3.0769230769230766,380.5,1170.7692307692307,medium,tier_3,4,4,4,12
1199,Customer_1199,customer_1199@example.com,2025-12-24,1538.0,4,2025-03-07,8.0,300.0,15.0,384.5,5767.5,high,tier_3,2,4,4,10
1200,Customer_1200,customer_1200@example.com,2025-01-25,1554.0,4,2025-03-11,341.0,296.0,0.3519061583577712,388.5,136.71554252199414,low,tier_3,2,4,4,10
1201,Customer_1201,customer_1201@example.com,2025-02-26,1570.0,4,2025-03-15,309.0,292.0,0.3883495145631068,392.5,152.4271844660194,low,tier_3,2,4,4,10
1202,Customer_1202,customer_1202@example.com,2025-03-27,1586.0,4,2025-03-19,280.0,288.0,0.42857142857142855,396.5,169.92857142857142,low,tier_3,3,4,4,11
1203,Customer_1203,customer_1203@example.com,2025-04-28,1602.0,4,2025-03-23,248.0,284.0,0.48387096774193544,400.5,193.79032258064515,low,tier_3,3,4,4,11
1204,Customer_1204,customer_1204@example.com,2025-05-01,1618.0,4,2025-03-27,245.0,280.0,0.489795918367347,404.5,198.12244897959184,low,tier_3,3,4,4,11
1205,Customer_1205,customer_1205@example.com,2025-06-02,1634.0,4,2025-03-28,213.0,279.0,0.5633802816901409,408.5,230.14084507042256,low,tier_3,4,4,4,12
1206,Customer_1206,customer_1206@example.com,2025-07-03,1650.0,4,2025-03-07,182.0,300.0,0.6593406593406593,412.5,271.978021978022,low,tier_3,2,4,4,10
1207,Customer_1207,customer_1207@example.com,2025-08-04,1666.0,4,2025-03-11,150.0,296.0,0.8,416.5,333.2,low,tier_3,2,4,4,10
1208,Customer_1208,customer_1208@example.com,2025-09-05,1682.0,4,2025-03-15,118.0,292.0,1.0169491525423728,420.5,427.6271186440678,low,tier_3,2,4,4,10
1209,Customer_1209,customer_1209@example.com,2025-10-06,1698.0,4,2025-03-19,87.0,288.0,1.3793103448275863,424.5,585.5172413793103,low,tier_3,3,4,4,11
1210,Customer_1210,customer_1210@example.com,2025-11-07,1714.0,4,2025-03-23,55.0,284.0,2.181818181818182,428.5,934.909090909091,medium,tier_3,3,4,4,11
1211,Customer_1211,customer_1211@example.com,2025-12-08,1730.0,4,2025-03-27,24.0,280.0,5.0,432.5,2162.5,medium,tier_3,3,4,4,11
1212,Customer_1212,customer_1212@example.com,2025-01-09,1746.0,4,2025-03-28,357.0,279.0,0.3361344537815126,436.5,146.72268907563026,low,tier_3,4,4,4,12
1213,Customer_1213,customer_1213@example.com,2025-02-10,1762.0,4,2025-03-07,325.0,300.0,0.3692307692307692,440.5,162.64615384615385,low,tier_3,2,4,4,10
1214,Customer_1214,customer_1214@example.com,2025-03-11,1778.0,4,2025-03-11,296.0,296.0,0.4054054054054054,444.5,180.20270270270268,low,tier_3,2,4,4,10
1215,Customer_1215,customer_1215@example.com,2025-04-12,1794.0,4,2025-03-15,264.0,292.0,0.45454545454545453,448.5,203.86363636363635,low,tier_3,2,4,4,10
1216,Customer_1216,customer_1216@example.com,2025-05-13,1810.0,4,2025-03-19,233.0,288.0,0.5150214592274678,452.5,233.04721030042919,low,tier_3,3,4,4,11
1217,Customer_1217,customer_1217@example.com,2025-06-14,1826.0,4,2025-03-23,201.0,284.0,0.5970149253731343,456.5,272.5373134328358,low,tier_3,3,4,4,11
1218,Customer_1218,customer_1218@example.com,2025-07-15,1842.0,4,2025-03-27,170.0,280.0,0.7058823529411764,460.5,325.05882352941177,low,tier_3,3,4,4,11
1219,Customer_1219,customer_1219@example.com,2025-08-16,1858.0,4,2025-03-28,138.0,279.0,0.8695652173913044,464.5,403.9130434782609,low,tier_3,4,4,4,12
1220,Customer_1220,customer_1220@example.com,2025-09-17,1874.0,4,2025-03-07,106.0,300.0,1.1320754716981132,468.5,530.377358490566,low,tier_3,2,4,4,10
1221,Customer_1221,customer_1221@example.com,2025-10-18,1890.0,4,2025-03-11,75.0,296.0,1.6,472.5,756.0,low,tier_3,2,4,4,10
1222,Customer_1222,customer_1222@example.com,2025-11-19,1906.0,4,2025-03-15,43.0,292.0,2.7906976744186047,476.5,1329.7674418604652,medium,tier_3,2,4,4,10
1223,Customer_1223,customer_1223@example.com,2025-12-20,1922.0,4,2025-03-19,12.0,288.0,10.0,480.5,4805.0,medium,tier_3,3,4,4,11
1224,Customer_1224,customer_1224@example.com,2025-01-21,1938.0,4,2025-03-23,345.0,284.0,0.34782608695652173,484.5,168.52173913043478,low,tier_3,3,4,4,11
1225,Customer_1225,customer_1225@example.com,2025-02-22,1954.0,4,2025-03-27,313.0,280.0,0.38338658146964855,488.5,187.28434504792332,low,tier_3,3,4,4,11
1226,Customer_1226,customer_1226@example.com,2025-03-23,1970.0,4,2025-03-28,284.0,279.0,0.4225352112676056,492.5,208.09859154929578,low,tier_3,4,4,4,12
1227,Customer_1227,customer_1227@example.com,2025-04-24,1986.0,4,2025-03-07,252.0,300.0,0.47619047619047616,496.5,236.42857142857142,low,tier_3,2,4,4,10
1228,Customer_1228,customer_1228@example.com,2025-05-25,2002.0,4,2025-03-11,221.0,296.0,0.5429864253393666,500.5,271.764705882353,low,tier_3,2,4,4,10
1229,Customer_1229,customer_1229@example.com,2025-06-26,2018.0,4,2025-03-15,189.0,292.0,0.6349206349206349,504.5,320.3174603174603,low,tier_3,2,4,4,10
1230,Customer_1230,customer_1230@example.com,2025-07-27,2034.0,4,2025-03-19,158.0,288.0,0.759493670886076,508.5,386.20253164556965,low,tier_3,3,4,4,11
1231,Customer_1231,customer_1231@example.com,2025-08-28,2050.0,4,2025-03-23,126.0,284.0,0.9523809523809523,512.5,488.0952380952381,low,tier_3,3,4,4,11
1232,Customer_1232,customer_1232@example.com,2025-09-01,2066.0,4,2025-03-27,122.0,280.0,0.9836065573770493,516.5,508.0327868852459,low,tier_3,3,4,4,11
1233,Customer_1233,customer_1233@example.com,2025-10-02,2082.0,4,2025-03-28,91.0,279.0,1.3186813186813187,520.5,686.3736263736264,low,tier_3,4,4,4,12
1234,Customer_1234,customer_1234@example.com,2025-11-03,2098.0,4,2025-03-07,59.0,300.0,2.0338983050847457,524.5,1066.7796610169491,medium,tier_3,2,4,4,10
1235,Customer_1235,customer_1235@example.com,2025-12-04,2114.0,4,2025-03-11,28.0,296.0,4.285714285714286,528.5,2265.0,medium,tier_3,2,4,4,10
1236,Customer_1236,customer_1236@example.com,2025-01-05,2130.0,4,2025-03-15,361.0,292.0,0.33240997229916897,532.5,177.00831024930747,low,tier_3,2,4,4,10
1237,Customer_1237,customer_1237@example.com,2025-02-06,2146.0,4,2025-03-19,329.0,288.0,0.364741641337386,536.5,195.68389057750758,low,tier_3,3,4,4,11
1238,Customer_1238,customer_1238@example.com,2025-03-07,2162.0,4,2025-03-23,300.0,284.0,0.4,540.5,216.2,low,tier_3,3,4,4,11
1239,Customer_1239,customer_1239@example.com,2025-04-08,2178.0,4,2025-03-27,268.0,280.0,0.44776119402985076,544.5,243.80597014925374,low,tier_3,3,4,4,11
1240,Customer_1240,customer_1240@example.com,2025-05-09,2194.0,4,2025-03-28,237.0,279.0,0.5063291139240506,548.5,277.72151898734177,low,tier_3,4,4,4,12
1241,Customer_1241,customer_1241@example.com,2025-06-10,2210.0,4,2025-03-07,205.0,300.0,0.5853658536585367,552.5,323.4146341463415,low,tier_3,2,4,4,10
1242,Customer_1242,customer_1242@example.com,2025-07-11,2226.0,4,2025-03-11,174.0,296.0,0.6896551724137931,556.5,383.7931034482759,low,tier_3,2,4,4,10
1243,Customer_1243,customer_1243@example.com,2025-08-12,2242.0,4,2025-03-15,142.0,292.0,0.8450704225352113,560.5,473.6619718309859,low,tier_3,2,4,4,10
1244,Customer_1244,customer_1244@example.com,2025-09-13,2258.0,4,2025-03-19,110.0,288.0,1.090909090909091,564.5,615.8181818181819,low,tier_3,3,4,4,11
1245,Customer_1245,customer_1245@example.com,2025-10-14,2274.0,4,2025-03-23,79.0,284.0,1.518987341772152,568.5,863.5443037974684,low,tier_3,3,4,4,11
1246,Customer_1246,customer_1246@example.com,2025-11-15,2290.0,4,2025-03-27,47.0,280.0,2.5531914893617023,572.5,1461.7021276595744,medium,tier_3,3,4,4,11
1247,Customer_1247,customer_1247@example.com,2025-12-16,2306.0,4,2025-03-28,16.0,279.0,7.5,576.5,4323.75,medium,tier_3,4,4,4,12
1248,Customer_1248,customer_1248@example.com,2025-01-17,2322.0,4,2025-03-07,349.0,300.0,0.34383954154727797,580.5,199.59885386819485,low,tier_3,2,4,4,10
1249,Customer_1249,customer_1249@example.com,2025-02-18,2338.0,4,2025-03-11,317.0,296.0,0.37854889589905366,584.5,221.26182965299685,low,tier_3,2,4,4,10
1250,Customer_1250,customer_1250@example.com,2025-03-19,2354.0,4,2025-03-15,288.0,292.0,0.4166666666666667,588.5,245.20833333333334,low,tier_3,2,4,4,10
1251,Customer_1251,customer_1251@example.com,2025-04-20,2370.0,4,2025-03-19,256.0,288.0,0.46875,592.5,277.734375,low,tier_3,3,4,4,11
1252,Customer_1252,customer_1252@example.com,2025-05-21,2386.0,4,2025-03-23,225.0,284.0,0.5333333333333333,596.5,318.1333333333333,low,tier_3,3,4,4,11
1253,Customer_1253,customer_1253@example.com,2025-06-22,2402.0,4,2025-03-27,193.0,280.0,0.6217616580310881,600.5,373.36787564766837,low,tier_3,3,4,4,11
1254,Customer_1254,customer_1254@example.com,2025-07-23,2418.0,4,2025-03-28,162.0,279.0,0.7407407407407407,604.5,447.77777777777777,low,tier_3,4,4,4,12
1255,Customer_1255,customer_1255@example.com,2025-08-24,2434.0,4,2025-03-07,130.0,300.0,0.9230769230769231,608.5,561.6923076923077,low,tier_3,2,4,4,10
1256,Customer_1256,customer_1256@example.com,2025-09-25,2450.0,4,2025-03-11,98.0,296.0,1.2244897959183674,612.5,750.0,low,tier_3,2,4,4,10
1257,Customer_1257,customer_1257@example.com,2025-10-26,2466.0,4,2025-03-15,67.0,292.0,1.791044776119403,616.5,1104.1791044776119,low,tier_3,2,4,4,10
1258,Customer_1258,customer_1258@example.com,2025-11-27,2482.0,4,2025-03-19,35.0,288.0,3.4285714285714284,620.5,2127.428571428571,medium,tier_3,3,4,4,11
1259,Customer_1259,customer_1259@example.com,2025-12-28,2498.0,4,2025-03-23,4.0,284.0,30.0,624.5,18735.0,high,tier_3,3,4,4,11
1260,Customer_1260,customer_1260@example.com,2025-01-01,2514.0,4,2025-03-27,365.0,280.0,0.32876712328767127,628.5,206.63013698630138,low,tier_3,3,4,4,11
1261,Customer_1261,customer_1261@example.com,2025-02-02,2530.0,4,2025-03-28,333.0,279.0,0.3603603603603604,632.5,227.92792792792793,low,tier_3,4,4,4,12
1262,Customer_1262,customer_1262@example.com,2025-03-03,2546.0,4,2025-03-07,304.0,300.0,0.39473684210526316,636.5,251.25,low,tier_3,2,4,4,10
1263,Customer_1263,customer_1263@example.com,2025-04-04,2562.0,4,2025-03-11,272.0,296.0,0.4411764705882353,640.5,282.5735294117647,low,tier_3,2,4,4,10
1264,Customer_1264,customer_1264@example.com,2025-05-05,2578.0,4,2025-03-15,241.0,292.0,0.4979253112033195,644.5,320.9128630705394,low,tier_3,2,4,4,10
1265,Customer_1265,customer_1265@example.com,2025-06-06,2594.0,4,2025-03-19,209.0,288.0,0.5741626794258373,648.5,372.3444976076555,low,tier_3,3,4,4,11
1266,Customer_1266,customer_1266@example.com,2025-07-07,2610.0,4,2025-03-23,178.0,284.0,0.6741573033707865,652.5,439.8876404494382,low,tier_3,3,4,4,11
1267,Customer_1267,customer_1267@example.com,2025-08-08,2626.0,4,2025-03-27,146.0,280.0,0.8219178082191781,656.5,539.5890410958905,low,tier_3,3,4,4,11
1268,Customer_1268,customer_1268@example.com,2025-09-09,2642.0,4,2025-03-28,114.0,279.0,1.0526315789473684,660.5,695.2631578947369,low,tier_3,4,4,4,12
1269,Customer_1269,customer_1269@example.com,2025-10-10,2658.0,4,2025-03-07,83.0,300.0,1.4457831325301205,664.5,960.722891566265,low,tier_4,2,4,4,10
1270,Customer_1270,customer_1270@example.com,2025-11-11,2674.0,4,2025-03-11,51.0,296.0,2.3529411764705883,668.5,1572.9411764705883,medium,tier_4,2,4,4,10
1271,Customer_1271,customer_1271@example.com,2025-12-12,2690.0,4,2025-03-15,20.0,292.0,6.0,672.5,4035.0,medium,tier_4,2,4,4,10
1272,Customer_1272,customer_1272@example.com,2025-01-13,2706.0,4,2025-03-19,353.0,288.0,0.3399433427762039,676.5,229.97167138810195,low,tier_4,3,4,4,11
1273,Customer_1273,customer_1273@example.com,2025-02-14,2722.0,4,2025-03-23,321.0,284.0,0.3738317757009346,680.5,254.392523364486,low,tier_4,3,4,4,11
1274,Customer_1274,customer_1274@example.com,2025-03-15,2738.0,4,2025-03-27,292.0,280.0,0.4109589041095891,684.5,281.30136986301375,low,tier_4,3,4,4,11
1275,Customer_1275,customer_1275@example.com,2025-04-16,2754.0,4,2025-03-28,260.0,279.0,0.46153846153846156,688.5,317.7692307692308,low,tier_4,4,4,4,12
1276,Customer_1276,customer_1276@example.com,2025-05-17,2770.0,4,2025-03-07,229.0,300.0,0.5240174672489083,692.5,362.88209606986896,low,tier_4,2,4,4,10
1277,Customer_1277,customer_1277@example.com,2025-06-18,2786.0,4,2025-03-11,197.0,296.0,0.6091370558375635,696.5,424.26395939086296,low,tier_4,2,4,4,10
1278,Customer_1278,customer_1278@example.com,2025-07-19,2802.0,4,2025-03-15,166.0,292.0,0.7228915662650602,700.5,506.3855421686747,low,tier_4,2,4,4,10
1279,Customer_1279,customer_1279@example.com,2025-08-20,2818.0,4,2025-03-19,134.0,288.0,0.8955223880597015,704.5,630.8955223880597,low,tier_4,3,4,4,11
1280,Customer_1280,customer_1280@example.com,2025-09-21,2834.0,4,2025-03-23,102.0,284.0,1.1764705882352942,708.5,833.5294117647059,low,tier_4,3,4,4,11
1281,Customer_1281,customer_1281@example.com,2025-10-22,2850.0,4,2025-03-27,71.0,280.0,1.6901408450704225,712.5,1204.225352112676,low,tier_4,3,4,4,11
1282,Customer_1282,customer_1282@example.com,2025-11-23,2866.0,4,2025-03-28,39.0,279.0,3.0769230769230766,716.5,2204.6153846153848,medium,tier_4,4,4,4,12
1283,Customer_1283,customer_1283@example.com,2025-12-24,2882.0,4,2025-03-07,8.0,300.0,15.0,720.5,10807.5,high,tier_4,2,4,4,10
1284,Customer_1284,customer_1284@example.com,2025-01-25,2898.0,4,2025-03-11,341.0,296.0,0.3519061583577712,724.5,254.95601173020526,low,tier_4,2,4,4,10
1285,Customer_1285,customer_1285@example.com,2025-02-26,2914.0,4,2025-03-15,309.0,292.0,0.3883495145631068,728.5,282.9126213592233,low,tier_4,2,4,4,10
1286,Customer_1286,customer_1286@example.com,2025-03-27,2930.0,4,2025-03-19,280.0,288.0,0.42857142857142855,732.5,313.9285714285714,low,tier_4,3,4,4,11
1287,Customer_1287,customer_1287@example.com,2025-04-28,2946.0,4,2025-03-23,248.0,284.0,0.48387096774193544,736.5,356.37096774193543,low,tier_4,3,4,4,11
1288,Customer_1288,customer_1288@example.com,2025-05-01,2962.0,4,2025-03-27,245.0,280.0,0.489795918367347,740.5,362.6938775510204,low,tier_4,3,4,4,11
1289,Customer_1289,customer_1289@example.com,2025-06-02,2978.0,4,2025-03-28,213.0,279.0,0.5633802816901409,744.5,419.4366197183099,low,tier_4,4,4,4,12
1290,Customer_1290,customer_1290@example.com,2025-07-03,2994.0,4,2025-03-07,182.0,300.0,0.6593406593406593,748.5,493.51648351648356,low,tier_4,2,4,4,10
1291,Customer_1291,customer_1291@example.com,2025-08-04,3010.0,4,2025-03-11,150.0,296.0,0.8,752.5,602.0,low,tier_4,2,4,4,10
1292,Customer_1292,customer_1292@example.com,2025-09-05,3026.0,4,2025-03-15,118.0,292.0,1.0169491525423728,756.5,769.3220338983051,low,tier_4,2,4,5,11
1293,Customer_1293,customer_1293@example.com,2025-10-06,3042.0,4,2025-03-19,87.0,288.0,1.3793103448275863,760.5,1048.9655172413793,low,tier_4,3,4,5,12
1294,Customer_1294,customer_1294@example.com,2025-11-07,3058.0,4,2025-03-23,55.0,284.0,2.181818181818182,764.5,1668.0,medium,tier_4,3,4,5,12
1295,Customer_1295,customer_1295@example.com,2025-12-08,3074.0,4,2025-03-27,24.0,280.0,5.0,768.5,3842.5,medium,tier_4,3,4,5,12
1296,Customer_1296,customer_1296@example.com,2025-01-09,3090.0,4,2025-03-28,357.0,279.0,0.3361344537815126,772.5,259.66386554621846,low,tier_4,4,4,5,13
1297,Customer_1297,customer_1297@example.com,2025-02-10,3106.0,4,2025-03-07,325.0,300.0,0.3692307692307692,776.5,286.7076923076923,low,tier_4,2,4,5,11
1298,Customer_1298,customer_1298@example.com,2025-03-11,3122.0,4,2025-03-11,296.0,296.0,0.4054054054054054,780.5,316.4189189189189,low,tier_4,2,4,5,11
1299,Customer_1299,customer_1299@example.com,2025-04-12,3138.0,4,2025-03-15,264.0,292.0,0.45454545454545453,784.5,356.59090909090907,low,tier_4,2,4,5,11
1300,Customer_1300,customer_1300@example.com,2025-05-13,3154.0,4,2025-03-19,233.0,288.0,0.5150214592274678,788.5,406.09442060085837,low,tier_4,3,4,5,12
1301,Customer_1301,customer_1301@example.com,2025-06-14,3965.0,5,2025-03-24,201.0,283.0,0.7462686567164178,793.0,591.7910447761194,low,tier_4,3,4,5,12
1302,Customer_1302,customer_1302@example.com,2025-07-15,3990.0,5,2025-03-28,170.0,279.0,0.8823529411764706,798.0,704.1176470588235,low,tier_4,4,4,5,13
1303,Customer_1303,customer_1303@example.com,2025-08-16,4015.0,5,2025-03-06,138.0,301.0,1.0869565217391306,803.0,872.8260869565219,low,tier_4,1,4,5,10
1304,Customer_1304,customer_1304@example.com,2025-09-17,4040.0,5,2025-03-11,106.0,296.0,1.4150943396226416,808.0,1143.3962264150944,low,tier_4,2,4,5,11
1305,Customer_1305,customer_1305@example.com,2025-10-18,4065.0,5,2025-03-16,75.0,291.0,2.0,813.0,1626.0,low,tier_4,2,4,5,11
1306,Customer_1306,customer_1306@example.com,2025-11-19,4090.0,5,2025-03-21,43.0,286.0,3.488372093023256,818.0,2853.4883720930234,medium,tier_4,3,4,5,12
1307,Customer_1307,customer_1307@example.com,2025-12-20,4115.0,5,2025-03-26,12.0,281.0,12.5,823.0,10287.5,high,tier_4,3,4,5,12
1308,Customer_1308,customer_1308@example.com,2025-01-21,4140.0,5,2025-03-28,345.0,279.0,0.43478260869565216,828.0,360.0,low,tier_4,4,4,5,13
1309,Customer_1309,customer_1309@example.com,2025-02-22,4165.0,5,2025-03-08,313.0,299.0,0.4792332268370607,833.0,399.20127795527156,low,tier_4,2,4,5,11
1310,Customer_1310,customer_1310@example.com,2025-03-23,4190.0,5,2025-03-13,284.0,294.0,0.528169014084507,838.0,442.6056338028169,low,tier_4,2,4,5,11
1311,Customer_1311,customer_1311@example.com,2025-04-24,4215.0,5,2025-03-18,252.0,289.0,0.5952380952380952,843.0,501.7857142857143,low,tier_4,2,4,5,11
1312,Customer_1312,customer_1312@example.com,2025-05-25,4240.0,5,2025-03-23,221.0,284.0,0.6787330316742082,848.0,575.5656108597285,low,tier_4,3,4,5,12
1313,Customer_1313,customer_1313@example.com,2025-06-26,4265.0,5,2025-03-28,189.0,279.0,0.7936507936507937,853.0,676.984126984127,low,tier_4,4,4,5,13
1314,Customer_1314,customer_1314@example.com,2025-07-27,4290.0,5,2025-03-05,158.0,302.0,0.949367088607595,858.0,814.5569620253165,low,tier_4,1,4,5,10
1315,Customer_1315,customer_1315@example.com,2025-08-28,4315.0,5,2025-03-10,126.0,297.0,1.1904761904761905,863.0,1027.3809523809523,low,tier_4,2,4,5,11
1316,Customer_1316,customer_1316@example.com,2025-09-01,4340.0,5,2025-03-15,122.0,292.0,1.2295081967213115,868.0,1067.2131147540983,low,tier_4,2,4,5,11
1317,Customer_1317,customer_1317@example.com,2025-10-02,4365.0,5,2025-03-20,91.0,287.0,1.6483516483516485,873.0,1439.010989010989,low,tier_4,3,4,5,12
1318,Customer_1318,customer_1318@example.com,2025-11-03,4390.0,5,2025-03-25,59.0,282.0,2.5423728813559325,878.0,2232.2033898305085,medium,tier_4,3,4,5,12
1319,Customer_1319,customer_1319@example.com,2025-12-04,4415.0,5,2025-03-28,28.0,279.0,5.357142857142857,883.0,4730.357142857143,medium,tier_4,4,4,5,13
1320,Customer_1320,customer_1320@example.com,2025-01-05,4440.0,5,2025-03-07,361.0,300.0,0.41551246537396125,888.0,368.97506925207756,low,tier_4,2,4,5,11
1321,Customer_1321,customer_1321@example.com,2025-02-06,4465.0,5,2025-03-12,329.0,295.0,0.45592705167173253,893.0,407.1428571428571,low,tier_4,2,4,5,11
1322,Customer_1322,customer_1322@example.com,2025-03-07,4490.0,5,2025-03-17,300.0,290.0,0.5,898.0,449.0,low,tier_4,2,4,5,11
1323,Customer_1323,customer_1323@example.com,2025-04-08,4515.0,5,2025-03-22,268.0,285.0,0.5597014925373134,903.0,505.410447761194,low,tier_4,3,4,5,12
1324,Customer_1324,customer_1324@example.com,2025-05-09,4540.0,5,2025-03-27,237.0,280.0,0.6329113924050632,908.0,574.6835443037975,low,tier_4,3,4,5,12
1325,Customer_1325,customer_1325@example.com,2025-06-10,4565.0,5,2025-03-28,205.0,279.0,0.7317073170731707,913.0,668.048780487805,low,tier_4,4,4,5,13
1326,Customer_1326,customer_1326@example.com,2025-07-11,4590.0,5,2025-03-09,174.0,298.0,0.8620689655172414,918.0,791.3793103448276,low,tier_4,2,4,5,11
1327,Customer_1327,customer_1327@example.com,2025-08-12,4615.0,5,2025-03-14,142.0,293.0,1.056338028169014,923.0,975.0,low,tier_4,2,4,5,11
1328,Customer_1328,customer_1328@example.com,2025-09-13,4640.0,5,2025-03-19,110.0,288.0,1.3636363636363638,928.0,1265.4545454545455,low,tier_4,3,4,5,12
1329,Customer_1329,customer_1329@example.com,2025-10-14,4665.0,5,2025-03-24,79.0,283.0,1.89873417721519,933.0,1771.5189873417721,low,tier_4,3,4,5,12
